時間,操作者,角色,結果,工件,相機,信心度,備註
2026-07-09 10:52:42,Developer,開發者,NG,PART-105242,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:41,Developer,開發者,NG,PART-105241,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:41,Developer,開發者,NG,PART-105241,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:40,Developer,開發者,NG,PART-105240,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:40,Developer,開發者,NG,PART-105240,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:39,Developer,開發者,NG,PART-105239,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:39,Developer,開發者,NG,PART-105239,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:38,Developer,開發者,NG,PART-105238,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:38,Developer,開發者,NG,PART-105238,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:37,Developer,開發者,NG,PART-105237,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:37,Developer,開發者,NG,PART-105237,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:36,Developer,開發者,NG,PART-105236,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:52:36,Developer,開發者,NG,PART-105236,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:52:35,Developer,開發者,NG,PART-105235,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:35,Developer,開發者,NG,PART-105235,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:52:34,Developer,開發者,NG,PART-105234,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:34,Developer,開發者,NG,PART-105234,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:33,Developer,開發者,NG,PART-105233,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:33,Developer,開發者,NG,PART-105233,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:32,Developer,開發者,NG,PART-105232,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:32,Developer,開發者,NG,PART-105232,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:31,Developer,開發者,NG,PART-105231,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:31,Developer,開發者,NG,PART-105231,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:30,Developer,開發者,NG,PART-105230,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:30,Developer,開發者,NG,PART-105230,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:29,Developer,開發者,NG,PART-105229,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:29,Developer,開發者,NG,PART-105229,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:28,Developer,開發者,NG,PART-105228,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:28,Developer,開發者,NG,PART-105228,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 8 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:52:27,Developer,開發者,NG,PART-105227,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:27,Developer,開發者,NG,PART-105227,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:26,Developer,開發者,NG,PART-105226,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:26,Developer,開發者,NG,PART-105226,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 8 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:25,Developer,開發者,NG,PART-105225,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:25,Developer,開發者,NG,PART-105225,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:24,Developer,開發者,NG,PART-105224,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:24,Developer,開發者,NG,PART-105224,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:23,Developer,開發者,NG,PART-105223,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 8 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:23,Developer,開發者,NG,PART-105223,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:22,Developer,開發者,NG,PART-105222,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:22,Developer,開發者,NG,PART-105222,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:21,Developer,開發者,NG,PART-105221,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:21,Developer,開發者,NG,PART-105221,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:20,Developer,開發者,NG,PART-105220,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:20,Developer,開發者,NG,PART-105220,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:19,Developer,開發者,NG,PART-105219,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:19,Developer,開發者,NG,PART-105219,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:52:18,Developer,開發者,NG,PART-105218,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:18,Developer,開發者,NG,PART-105218,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:17,Developer,開發者,NG,PART-105217,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:17,Developer,開發者,NG,PART-105217,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:16,Developer,開發者,NG,PART-105216,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:16,Developer,開發者,NG,PART-105216,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 8 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:15,Developer,開發者,NG,PART-105215,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:15,Developer,開發者,NG,PART-105215,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:14,Developer,開發者,NG,PART-105214,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:14,Developer,開發者,NG,PART-105214,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:13,Developer,開發者,NG,PART-105213,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:13,Developer,開發者,NG,PART-105213,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 8 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:12,Developer,開發者,NG,PART-105212,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:12,Developer,開發者,NG,PART-105212,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:52:11,Developer,開發者,NG,PART-105211,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: no object；C3->螺絲: 6 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:11,Developer,開發者,NG,PART-105211,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:52:10,Developer,開發者,NG,PART-105210,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:10,Developer,開發者,NG,PART-105210,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:09,Developer,開發者,NG,PART-105209,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: no object；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 12 object(s)；C5->螺絲: no object
2026-07-09 10:52:09,Developer,開發者,NG,PART-105209,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 11 object(s)；C5->螺絲: no object
2026-07-09 10:52:08,Developer,開發者,NG,PART-105208,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: no object；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
2026-07-09 10:52:08,Developer,開發者,NG,PART-105208,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: no object；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 10 object(s)；C5->螺絲: no object
2026-07-09 10:52:07,Developer,開發者,NG,PART-105207,"C1:D2:M濾網,C2:D0:M濾網,C3:D1:M標籤, 螺絲,C4:D3:M標籤, 螺絲,C5:D4:M螺絲",0.000,C1->濾網: 1 object(s)；C2->濾網: 1 object(s)；C3->標籤: 1 object(s)；C3->螺絲: 7 object(s)；C4->標籤: 4 object(s)；C4->螺絲: 9 object(s)；C5->螺絲: no object
